time,Bx,By,Bz,BT
55.837911,-15.90,-34.97,-27.45,47.21
55.853678,-15.68,-35.04,-27.51,47.23
55.857947,-15.71,-34.82,-27.43,47.03
55.870028,-15.53,-34.78,-27.68,47.08
55.878280,-15.13,-34.97,-27.92,47.24
55.888272,-15.23,-35.01,-28.20,47.46
55.898486,-15.39,-35.14,-28.26,47.64
55.908250,-15.41,-35.01,-27.96,47.38
55.918494,-15.58,-35.03,-27.75,47.32
55.927948,-15.69,-34.93,-27.99,47.44
55.937990,-15.92,-34.95,-27.88,47.46
55.951021,-15.73,-34.99,-27.77,47.36
55.957933,-16.14,-34.86,-27.77,47.40
55.968540,-15.66,-34.71,-27.64,47.05
55.978087,-15.66,-34.78,-27.58,47.07
55.988598,-15.56,-34.74,-27.62,47.03
55.998275,-15.43,-34.91,-27.45,47.02
56.008044,-15.34,-34.86,-27.06,46.71
56.018292,-15.36,-34.86,-27.30,46.86
56.028433,-15.45,-34.76,-27.34,46.85
56.038343,-15.47,-34.82,-27.26,46.85
56.060496,-15.83,-35.01,-27.36,47.16
56.062920,-15.83,-34.93,-27.39,47.13
56.082961,-16.12,-34.93,-27.30,47.18
56.085280,-16.12,-34.76,-27.30,47.05
56.088085,-16.29,-34.61,-27.45,47.09
56.098761,-16.07,-34.46,-27.54,46.95
56.108141,-16.07,-34.56,-27.62,47.07
56.118124,-16.03,-34.52,-27.71,47.08
56.127923,-15.83,-34.52,-27.73,47.02
56.138685,-15.98,-34.67,-27.60,47.11
56.159970,-15.71,-34.74,-27.73,47.15
56.162565,-15.84,-34.89,-27.94,47.42
56.182217,-15.99,-34.80,-27.81,47.33
56.184381,-15.98,-34.91,-27.73,47.36
56.188145,-16.26,-34.99,-27.77,47.53
56.200351,-16.28,-34.84,-27.77,47.43
56.208170,-16.29,-34.73,-27.69,47.31
56.219090,-16.48,-34.59,-27.60,47.22
56.229335,-16.50,-34.63,-27.64,47.28
56.237866,-16.69,-34.58,-27.71,47.35
56.262772,-16.33,-34.59,-27.92,47.36
56.267136,-16.54,-34.46,-27.86,47.30
56.272797,-16.67,-34.31,-27.69,47.14
56.277542,-16.52,-34.39,-27.79,47.20
56.287789,-16.69,-34.37,-27.92,47.32
56.298278,-16.54,-34.31,-28.11,47.34
56.308024,-16.63,-34.43,-28.24,47.53
56.318288,-16.56,-34.29,-27.98,47.25
56.328905,-16.78,-34.48,-27.88,47.41
56.338661,-16.67,-34.50,-27.90,47.40
56.352611,-16.48,-34.35,-27.90,47.22
56.358999,-16.31,-34.43,-27.79,47.15
56.369040,-16.63,-34.59,-27.69,47.33
56.378624,-16.46,-34.76,-27.62,47.35
56.388757,-16.65,-34.65,-27.47,47.25
56.400018,-16.67,-34.54,-27.54,47.22
56.409490,-16.59,-34.59,-27.71,47.33
56.431376,-16.63,-34.86,-27.69,47.52
56.434319,-16.48,-35.01,-27.86,47.68
56.438313,-16.84,-34.88,-27.69,47.61
56.449502,-16.73,-34.50,-27.62,47.25
56.458045,-16.78,-34.50,-27.71,47.33
56.477488,-16.80,-34.71,-27.69,47.47
56.479313,-16.69,-34.82,-27.86,47.61
56.492535,-16.59,-34.86,-27.77,47.55
56.500835,-16.37,-34.78,-27.84,47.47
56.507740,-16.31,-34.69,-27.77,47.33
56.518133,-16.33,-34.82,-28.07,47.61
56.529541,-16.22,-34.88,-28.09,47.63
56.538486,-16.09,-34.74,-28.26,47.59
56.558480,-16.07,-34.41,-28.22,47.31
56.559915,-16.24,-34.58,-28.01,47.37
56.574018,-16.35,-34.33,-28.14,47.31
56.578094,-16.44,-34.26,-28.24,47.34
56.587954,-16.50,-34.46,-28.31,47.56
56.598760,-16.41,-34.26,-28.09,47.24
56.608201,-16.29,-34.44,-28.44,47.55
56.617872,-16.39,-34.39,-28.20,47.40
56.628398,-16.39,-34.52,-28.24,47.51
56.638501,-16.18,-34.35,-28.37,47.40
56.661489,-16.41,-34.52,-28.28,47.54
56.663616,-16.73,-34.59,-28.11,47.61
56.686423,-16.84,-34.54,-28.07,47.58
56.688783,-16.69,-34.78,-28.22,47.80
56.690550,-16.89,-34.76,-27.84,47.64
56.697789,-16.82,-34.78,-27.64,47.50
56.708109,-16.78,-34.82,-27.64,47.52
56.717500,-16.69,-34.74,-27.56,47.38
56.728329,-16.46,-34.52,-27.60,47.16
56.737984,-16.35,-34.43,-27.75,47.14
56.759971,-16.39,-34.31,-27.75,47.07
56.761721,-16.58,-34.03,-27.56,46.82
56.784652,-16.22,-33.90,-27.64,46.65
56.787513,-16.16,-33.88,-27.75,46.68
56.788854,-16.26,-33.84,-27.84,46.74
56.797948,-16.44,-33.90,-27.92,46.89
56.808377,-16.58,-34.11,-28.05,47.17
56.818371,-16.43,-34.05,-28.05,47.07
56.828338,-16.28,-34.18,-28.13,47.16
56.837916,-16.14,-34.24,-28.29,47.26
56.848477,-16.14,-34.50,-28.61,47.64
56.860025,-16.39,-34.46,-28.91,47.88
56.879380,-16.09,-34.50,-28.91,47.80
56.880786,-16.07,-34.65,-28.89,47.89
56.888395,-16.07,-34.50,-28.80,47.73
56.897865,-16.05,-34.69,-28.93,47.94
56.907994,-16.22,-34.63,-28.84,47.90
56.918439,-16.05,-34.48,-28.95,47.80
56.927824,-16.28,-34.24,-28.74,47.57
56.937715,-16.50,-34.44,-28.29,47.53
56.947752,-16.44,-34.33,-28.22,47.38
56.957829,-16.65,-34.28,-28.11,47.35
56.967979,-16.44,-34.33,-28.14,47.34
56.977944,-16.39,-34.16,-27.99,47.11
56.987691,-16.37,-34.28,-27.84,47.10
56.997902,-16.50,-34.52,-27.62,47.19
57.007982,-16.52,-34.56,-27.54,47.18
57.017383,-16.33,-34.48,-27.71,47.16
57.027435,-16.44,-34.35,-27.69,47.09
57.037640,-16.33,-34.26,-27.64,46.95
57.047652,-16.18,-34.26,-27.81,46.99
57.061143,-16.12,-34.46,-27.64,47.03
57.068353,-16.12,-34.28,-27.90,47.04
57.077937,-16.09,-34.07,-28.11,47.00
57.088017,-16.18,-34.16,-28.01,47.05
57.098129,-16.03,-34.05,-28.01,46.92
57.108369,-16.11,-34.18,-27.83,46.93
57.117948,-16.09,-34.07,-27.98,46.93
57.128291,-16.28,-34.20,-27.84,47.01
57.138338,-16.74,-34.22,-27.81,47.16
57.148137,-16.67,-34.11,-27.54,46.90
57.163505,-16.80,-34.31,-27.51,47.08
57.188034,-16.58,-34.18,-27.64,46.98
57.190232,-16.59,-33.90,-27.77,46.86
57.191910,-16.93,-34.01,-27.73,47.04
57.198108,-16.91,-34.16,-27.86,47.22
57.208475,-16.71,-33.99,-27.98,47.09
57.218208,-16.44,-33.73,-28.09,46.87
57.228346,-16.31,-33.83,-28.29,47.02
57.237936,-16.29,-34.14,-28.14,47.15
57.247822,-16.56,-34.28,-28.28,47.42
57.260153,-16.56,-34.58,-28.14,47.56
57.279672,-16.24,-34.46,-28.44,47.54
57.281455,-16.20,-34.26,-28.41,47.36
57.290581,-16.33,-34.33,-28.07,47.26
57.298130,-16.28,-34.35,-28.09,47.26
57.307613,-16.35,-34.61,-28.14,47.51
57.317741,-16.22,-34.16,-28.35,47.26
57.328023,-16.20,-34.16,-28.05,47.08
57.338445,-16.20,-34.20,-28.20,47.19
57.348471,-16.31,-34.07,-28.07,47.06
57.363908,-16.20,-34.18,-27.90,47.00
57.384947,-16.41,-34.24,-27.92,47.13
57.386502,-16.50,-34.33,-28.07,47.32
57.388430,-16.69,-34.18,-27.69,47.05
57.397743,-16.84,-34.09,-27.56,46.96
57.408037,-16.80,-33.88,-27.71,46.88
57.418511,-16.86,-33.75,-27.58,46.73
57.428301,-16.82,-33.62,-27.53,46.59
57.437878,-16.86,-33.58,-27.71,46.69
57.448046,-16.89,-33.38,-27.62,46.50
57.458925,-16.97,-33.28,-27.47,46.37
57.477596,-16.93,-33.09,-27.66,46.33
57.479001,-17.01,-33.08,-27.64,46.34
57.487859,-17.04,-33.21,-27.51,46.37
57.497754,-17.04,-33.17,-27.58,46.38
57.507924,-16.99,-33.58,-27.56,46.65
57.518425,-17.10,-33.77,-27.00,46.49
57.528034,-16.97,-33.99,-27.17,46.71
57.537910,-17.04,-34.07,-27.08,46.74
57.548453,-16.93,-34.05,-27.08,46.68
57.564575,-16.93,-34.12,-27.11,46.76
57.589941,-16.88,-34.20,-27.19,46.84
57.592562,-16.99,-34.39,-27.13,46.98
57.593607,-16.99,-34.33,-27.17,46.96
57.597976,-17.01,-34.14,-27.71,47.15
57.608107,-17.10,-33.98,-27.81,47.12
57.618876,-17.10,-33.92,-27.90,47.13
57.628540,-16.86,-34.01,-27.84,47.08
57.637636,-16.46,-34.01,-27.77,46.89
57.647979,-16.20,-33.92,-27.68,46.68
57.659537,-16.26,-33.92,-27.49,46.59
57.678378,-16.26,-33.64,-27.58,46.44
57.679900,-16.26,-33.81,-27.24,46.36
57.688601,-16.20,-33.75,-27.08,46.20
57.698211,-15.88,-33.71,-26.91,45.96
57.708085,-16.20,-33.81,-26.96,46.18
57.719718,-16.61,-33.83,-27.28,46.52
57.728050,-17.03,-33.77,-27.23,46.60
57.738548,-16.88,-33.68,-27.43,46.60
57.748289,-16.73,-33.81,-27.34,46.58
57.763588,-16.89,-33.66,-27.45,46.60
57.789380,-16.91,-33.77,-27.43,46.68
57.791566,-17.25,-33.98,-27.51,46.99
57.792735,-17.31,-33.86,-27.47,46.91
57.798464,-17.14,-33.83,-27.11,46.61
57.807608,-17.10,-33.83,-27.11,46.60
57.819458,-17.12,-33.77,-27.09,46.56
57.828535,-17.38,-33.90,-27.09,46.75
57.838265,-16.97,-33.96,-27.24,46.72
57.848060,-16.95,-33.75,-27.24,46.57
57.863787,-16.95,-33.62,-27.06,46.36
57.882710,-16.93,-33.69,-27.24,46.52
57.884346,-16.91,-33.68,-27.23,46.49
57.888180,-16.71,-33.62,-27.19,46.35
57.897615,-16.80,-33.83,-27.28,46.59
57.908107,-16.76,-33.77,-27.36,46.58
57.919616,-16.95,-33.64,-27.45,46.61
57.927814,-16.91,-33.81,-27.49,46.74
57.938023,-16.82,-33.77,-27.66,46.78
57.948441,-16.74,-33.68,-27.47,46.57
57.958640,-17.01,-33.84,-27.34,46.71
57.983443,-16.89,-33.98,-27.58,46.91
57.985479,-16.59,-33.96,-27.41,46.69
57.988259,-16.73,-33.92,-27.39,46.70
57.998419,-16.63,-33.98,-27.17,46.57
58.008156,-16.63,-34.14,-26.98,46.59
58.019404,-16.56,-34.14,-27.17,46.67
58.028394,-16.48,-34.24,-27.21,46.73
58.038007,-16.29,-34.05,-27.36,46.62
58.047562,-16.65,-33.84,-27.34,46.58
58.078216,-17.03,-33.81,-27.43,46.75
58.080174,-17.06,-33.83,-27.45,46.78
58.081296,-17.10,-34.01,-27.54,46.99
58.100016,-17.34,-33.84,-27.79,47.10
58.101368,-17.27,-33.83,-27.49,46.88
58.108081,-17.42,-33.84,-27.54,46.98
58.120334,-17.38,-33.81,-27.77,47.08
58.128384,-17.18,-34.09,-27.77,47.20
58.137900,-16.89,-33.99,-27.84,47.08
58.148246,-16.67,-33.92,-27.96,47.01
58.158048,-16.76,-33.81,-27.92,46.94
58.167810,-16.50,-33.88,-27.96,46.92
58.177833,-16.50,-34.03,-28.26,47.21
58.193108,-16.46,-34.01,-28.13,47.10
58.198690,-16.54,-34.11,-27.90,47.07
58.207854,-16.58,-34.20,-27.92,47.16
58.217956,-16.78,-34.18,-27.86,47.18
58.228296,-16.71,-34.12,-27.79,47.07
58.238150,-16.76,-33.98,-27.73,46.95
58.248573,-16.82,-33.90,-27.58,46.83
58.258350,-17.04,-33.77,-27.38,46.69
58.268133,-17.12,-33.66,-27.66,46.80
58.285669,-17.04,-33.73,-27.75,46.89
58.288588,-17.31,-33.58,-27.69,46.84
58.298502,-17.04,-33.54,-27.68,46.71
58.309432,-17.23,-33.58,-27.56,46.74
58.318324,-17.16,-33.64,-27.58,46.76
58.327864,-17.08,-33.77,-27.79,46.95
58.337934,-16.86,-33.68,-27.84,46.83
58.348349,-16.78,-33.71,-27.66,46.72
58.358132,-16.71,-33.75,-27.75,46.78
58.367768,-16.58,-33.62,-27.56,46.53
58.380816,-16.67,-33.83,-27.60,46.73
58.400609,-16.73,-33.94,-27.47,46.75
58.401352,-16.59,-34.05,-27.51,46.81
58.407503,-16.76,-33.98,-27.36,46.73
58.417693,-16.95,-34.20,-27.38,46.97
58.428242,-16.93,-34.12,-27.54,47.01
58.438119,-16.99,-33.90,-27.47,46.82
58.448342,-16.74,-33.99,-27.71,46.95
58.458440,-16.69,-33.83,-27.83,46.87
58.468585,-16.67,-33.81,-27.81,46.84
58.479051,-16.65,-33.69,-27.90,46.81
58.488727,-16.76,-33.68,-27.81,46.78
58.498740,-16.63,-33.56,-27.99,46.76
58.508814,-16.44,-33.69,-27.96,46.77
58.518649,-16.52,-33.88,-27.96,46.93
58.529068,-16.74,-34.03,-27.92,47.09
58.538640,-16.93,-33.94,-27.66,46.94
58.548584,-16.97,-33.71,-27.88,46.92
58.558587,-17.01,-33.66,-27.62,46.74
58.568810,-16.97,-33.62,-27.66,46.72
58.587689,-16.97,-33.62,-27.58,46.68
58.589667,-17.16,-33.83,-27.28,46.72
58.597998,-17.12,-33.96,-27.09,46.69
58.608766,-17.16,-33.92,-27.13,46.70
58.618097,-16.97,-34.14,-27.08,46.76
58.627973,-16.80,-34.07,-27.08,46.65
58.638708,-16.56,-34.22,-27.17,46.72
58.648412,-16.50,-34.29,-27.04,46.68
58.657495,-16.61,-34.09,-27.08,46.59
58.667882,-16.61,-33.92,-27.26,46.58
58.677775,-16.78,-33.62,-27.21,46.39
58.695836,-16.59,-33.58,-27.26,46.33
58.698049,-16.58,-33.47,-27.41,46.33
58.707978,-16.65,-33.69,-27.51,46.57
58.717920,-16.73,-33.68,-27.71,46.71
58.727708,-16.78,-33.64,-27.99,46.87
58.738387,-16.54,-33.84,-27.99,46.93
58.748172,-16.44,-33.92,-27.90,46.90
58.758015,-16.56,-33.94,-28.05,47.04
58.768662,-16.61,-33.99,-28.05,47.10
58.782851,-16.86,-34.03,-27.73,47.02
58.808033,-16.97,-34.11,-27.54,47.01
58.809926,-17.12,-34.31,-27.38,47.11
58.811321,-17.04,-34.18,-27.08,46.82
58.818191,-17.36,-34.12,-27.06,46.88
58.828065,-17.61,-33.92,-26.94,46.76
58.838674,-17.23,-33.77,-27.13,46.62
58.847927,-16.99,-33.71,-26.89,46.35
58.858228,-16.99,-33.68,-27.11,46.45
58.868436,-16.78,-33.49,-27.23,46.31
58.880472,-17.03,-33.28,-27.04,46.14
58.899780,-16.99,-33.47,-27.51,46.53
58.901654,-16.76,-33.66,-27.17,46.39
58.909356,-16.59,-33.69,-27.28,46.42
58.917891,-16.56,-33.84,-27.45,46.62
58.928090,-16.74,-33.98,-27.60,46.87
58.940112,-16.63,-33.90,-27.71,46.84
58.948549,-16.43,-34.11,-27.81,46.97
58.957995,-16.33,-34.14,-27.94,47.04
58.968152,-16.41,-33.99,-27.62,46.77
58.984486,-16.52,-33.90,-27.54,46.70
59.008275,-16.73,-33.90,-27.62,46.82
59.010012,-16.78,-33.86,-27.26,46.60
59.011305,-16.88,-33.68,-27.21,46.46
59.018346,-16.54,-33.86,-27.24,46.50
59.027960,-16.74,-33.88,-27.11,46.51
59.039000,-16.69,-33.99,-27.38,46.73
59.048201,-16.35,-34.28,-27.49,46.88
59.057974,-16.58,-34.09,-27.73,46.96
59.067993,-16.43,-34.20,-28.09,47.21
59.078052,-16.61,-34.33,-28.07,47.35
59.093628,-16.63,-34.26,-28.31,47.45
59.098118,-17.08,-34.01,-28.28,47.41
59.107765,-17.23,-33.86,-28.29,47.37
59.118317,-17.23,-33.75,-28.16,47.21
59.128002,-17.55,-33.58,-28.03,47.13
59.139504,-17.38,-33.90,-27.98,47.26
59.148021,-17.06,-33.92,-27.73,47.02
59.158336,-17.01,-33.92,-27.81,47.04
59.168862,-17.01,-34.05,-27.81,47.14
59.183941,-16.99,-34.31,-27.60,47.20
59.208554,-16.89,-34.20,-27.68,47.13
59.210357,-16.88,-34.22,-27.66,47.12
59.211623,-16.97,-34.05,-27.54,46.97
59.217882,-16.84,-33.88,-27.71,46.90
59.227837,-16.88,-33.86,-27.68,46.88
59.239539,-16.73,-33.58,-27.62,46.59
59.248096,-16.61,-33.41,-27.53,46.37
59.257494,-16.54,-33.39,-27.62,46.38
59.268101,-16.44,-33.43,-27.71,46.43
59.283801,-16.44,-33.53,-27.62,46.44
59.308339,-16.54,-33.30,-27.60,46.30
59.310149,-16.61,-33.32,-27.49,46.28
59.311521,-17.04,-33.24,-27.24,46.24
59.317702,-17.19,-33.51,-27.54,46.66
59.327483,-16.99,-33.71,-27.43,46.66
59.339387,-17.12,-33.56,-27.43,46.60
59.348174,-17.10,-33.64,-27.47,46.67
59.357925,-17.04,-33.69,-27.62,46.78
59.368477,-16.74,-33.98,-27.86,47.02
59.385967,-16.59,-33.90,-27.99,46.99
59.388880,-16.43,-33.73,-27.98,46.80
59.398201,-16.26,-33.64,-28.05,46.72
59.408038,-16.50,-33.71,-28.07,46.87
59.417974,-16.35,-33.81,-28.20,46.96
59.428005,-16.29,-33.83,-28.01,46.84
59.440320,-16.48,-33.60,-27.98,46.72
59.448265,-16.59,-33.60,-28.20,46.90
59.458134,-16.80,-33.75,-28.18,47.07
59.468471,-16.59,-33.77,-28.39,47.13
59.485880,-16.46,-33.92,-28.18,47.07
59.504982,-16.44,-33.83,-28.03,46.91
59.506778,-16.44,-33.68,-28.01,46.79
59.508525,-16.52,-33.92,-28.07,47.02
59.517818,-16.50,-33.92,-27.92,46.93
59.537151,-16.31,-33.92,-27.75,46.76
59.538737,-16.44,-33.96,-27.56,46.72
59.548310,-16.58,-34.18,-27.71,47.02
59.558300,-16.69,-34.29,-27.47,47.00
59.568826,-16.65,-34.20,-27.56,46.97
59.585023,-16.54,-34.20,-27.45,46.87
59.588063,-16.61,-34.05,-27.60,46.87
59.610501,-16.65,-34.01,-27.47,46.78
59.612950,-16.84,-34.01,-27.30,46.75
59.617931,-16.59,-34.11,-27.47,46.83
59.627484,-16.80,-33.66,-27.15,46.39
59.637786,-16.69,-33.34,-27.58,46.37
59.648330,-16.82,-33.54,-27.49,46.51
59.664158,-16.97,-33.51,-27.43,46.51
59.668333,-17.01,-33.54,-27.49,46.58
59.677463,-16.76,-33.75,-27.54,46.68
59.687600,-16.59,-33.79,-27.75,46.77
59.698254,-16.56,-33.64,-27.62,46.57
59.708415,-16.46,-33.83,-27.83,46.79
59.718169,-16.50,-34.01,-27.60,46.81
59.727843,-16.41,-33.90,-27.51,46.64
59.738489,-16.35,-34.01,-27.75,46.84
59.748972,-16.31,-33.99,-27.11,46.44
59.768799,-16.22,-33.94,-27.21,46.42
59.770946,-16.22,-33.86,-27.02,46.26
59.786148,-16.61,-33.84,-26.94,46.34
59.787697,-16.58,-33.73,-26.87,46.20
59.798139,-16.61,-33.75,-26.74,46.15
59.808572,-16.44,-33.75,-27.09,46.30
59.818338,-16.33,-33.90,-27.11,46.38
59.827999,-16.22,-33.53,-27.26,46.15
59.838587,-16.39,-33.34,-27.45,46.19
59.848328,-16.65,-33.36,-27.30,46.21
59.868706,-16.37,-33.38,-27.30,46.12
59.870866,-16.43,-33.71,-27.32,46.40
59.889721,-16.63,-33.64,-27.34,46.43
59.891860,-16.84,-33.62,-27.45,46.55
59.898029,-16.99,-33.71,-27.41,46.65
59.907861,-17.08,-33.99,-27.79,47.11
59.917795,-17.08,-34.24,-27.71,47.24
59.927881,-17.10,-34.35,-27.77,47.36
59.937540,-17.08,-34.48,-28.20,47.71
59.948019,-17.18,-34.56,-28.05,47.71
59.958794,-16.99,-34.46,-28.14,47.63
59.968228,-16.97,-34.50,-27.84,47.47
59.985832,-17.01,-34.28,-27.79,47.29
59.988512,-17.08,-34.35,-27.79,47.37
60.004389,-17.14,-34.35,-27.68,47.32
60.009193,-16.84,-34.24,-27.79,47.20
60.017982,-16.89,-34.12,-27.69,47.08
60.028463,-16.80,-33.83,-27.62,46.79
60.038599,-16.73,-33.86,-27.60,46.78
60.048346,-16.59,-33.94,-27.54,46.75
60.058879,-16.52,-34.07,-27.47,46.78
60.067887,-16.33,-33.88,-27.49,46.59
60.085291,-16.24,-33.96,-27.30,46.50
60.088802,-16.26,-34.01,-27.24,46.51
60.109762,-16.31,-34.11,-26.96,46.44
60.111684,-16.22,-34.20,-27.04,46.52
60.118377,-16.24,-34.33,-27.06,46.63
60.127643,-16.31,-34.22,-27.15,46.63
60.137899,-16.22,-34.09,-27.09,46.47
60.148371,-16.26,-34.22,-27.09,46.58
60.158274,-16.33,-34.07,-27.11,46.50
60.168330,-16.24,-34.03,-27.38,46.60
60.178190,-16.28,-33.88,-27.32,46.47
60.188626,-16.26,-33.77,-27.47,46.47
60.204060,-16.46,-33.62,-27.43,46.41
60.230065,-16.65,-33.68,-27.47,46.54
60.232236,-16.82,-33.45,-27.69,46.57
60.233322,-17.19,-33.53,-27.45,46.62
60.237732,-17.31,-33.21,-27.94,46.72
60.248012,-17.55,-33.08,-27.92,46.71
60.259012,-17.74,-32.89,-28.22,46.82
60.268241,-18.21,-32.74,-28.44,47.03
60.278154,-18.86,-32.66,-28.52,47.29
60.288128,-19.05,-32.42,-28.52,47.19
60.301925,-19.37,-32.40,-28.41,47.24
60.328439,-19.50,-32.06,-28.35,47.03
60.331034,-20.01,-31.88,-28.24,47.05
60.332383,-20.55,-31.89,-27.84,47.06
60.338352,-20.59,-31.82,-27.73,46.96
60.347790,-20.62,-31.84,-27.60,46.91
60.358763,-20.46,-31.71,-27.47,46.67
60.368204,-20.81,-31.69,-27.51,46.84
60.378372,-20.87,-31.65,-27.56,46.87
60.388380,-21.00,-31.44,-27.66,46.85
60.401189,-20.79,-31.52,-27.62,46.78
60.418188,-20.83,-31.33,-27.68,46.71
60.420076,-21.23,-31.14,-27.69,46.77
60.429551,-21.32,-31.16,-27.56,46.75
60.438106,-21.23,-31.03,-27.60,46.64
60.447859,-21.15,-30.92,-27.51,46.47
60.460425,-21.58,-30.92,-27.28,46.54
60.468257,-21.75,-30.98,-27.34,46.69
60.478423,-22.14,-30.98,-27.21,46.80
60.488965,-22.50,-30.71,-27.24,46.82
60.505448,-22.59,-30.73,-27.34,46.93
60.508650,-23.04,-30.39,-26.96,46.71
60.518234,-23.27,-30.32,-27.13,46.87
60.542631,-23.44,-30.21,-27.30,46.98
60.544886,-23.55,-29.96,-27.28,46.87
60.548108,-23.68,-29.78,-27.24,46.79
60.559876,-23.48,-29.74,-27.15,46.61
60.567691,-23.16,-29.87,-27.09,46.50
60.578349,-23.16,-29.85,-26.91,46.38
60.588640,-23.06,-30.15,-27.34,46.78
60.602500,-23.27,-30.08,-27.06,46.67
60.620631,-23.46,-29.89,-27.09,46.66
60.622159,-23.49,-29.94,-27.17,46.76
60.631313,-23.55,-29.94,-27.34,46.89
60.637975,-23.59,-29.87,-27.83,47.15
60.648397,-23.68,-29.78,-27.96,47.21
60.659385,-23.44,-29.68,-28.24,47.20
60.668164,-23.29,-29.59,-28.11,46.99
60.678253,-23.19,-29.72,-28.35,47.17
60.688792,-23.12,-29.89,-28.31,47.22
60.712070,-22.89,-29.74,-28.07,46.86
60.713138,-22.86,-29.70,-28.13,46.86
60.717715,-23.03,-29.79,-27.69,46.74
60.727893,-23.04,-29.78,-27.77,46.78
60.737811,-23.27,-29.93,-27.86,47.05
60.747733,-23.31,-29.81,-27.77,46.94
60.758234,-23.29,-29.66,-27.75,46.82
60.767795,-23.18,-29.68,-27.49,46.62
60.777986,-23.42,-29.85,-27.73,46.99
60.795944,-23.16,-29.81,-27.66,46.80
60.798807,-23.04,-29.68,-27.62,46.63
60.809510,-23.14,-29.70,-27.75,46.77
60.818030,-22.95,-29.66,-27.38,46.43
60.828164,-23.08,-29.53,-27.53,46.50
60.838849,-23.42,-29.51,-27.53,46.66
60.849645,-23.55,-29.44,-27.56,46.70
60.869825,-23.33,-29.18,-27.41,46.33
60.871997,-23.49,-29.29,-27.26,46.40
60.877523,-23.89,-29.21,-27.43,46.65
60.887742,-23.89,-29.03,-27.43,46.54
60.899974,-24.45,-28.88,-27.34,46.68
60.921400,-24.58,-28.84,-27.41,46.77
60.923971,-24.69,-28.63,-27.32,46.65
60.938357,-25.03,-28.29,-27.43,46.69
60.940337,-25.46,-28.03,-27.92,47.05
60.949067,-25.89,-27.64,-27.88,47.03
60.957903,-25.99,-27.26,-27.86,46.85
60.967695,-26.38,-27.09,-27.71,46.88
60.986025,-26.51,-26.53,-27.64,46.59
61.003261,-26.74,-26.25,-27.75,46.63
61.004571,-26.98,-26.01,-27.54,46.51
61.008049,-26.89,-25.76,-27.58,46.34
61.017889,-26.87,-25.67,-27.41,46.18
61.027955,-26.93,-25.39,-27.43,46.06
61.037998,-26.89,-25.39,-27.56,46.12
61.047997,-26.91,-25.43,-27.58,46.16
61.059327,-26.91,-25.56,-27.68,46.29
61.068451,-27.11,-25.50,-27.62,46.35
61.084778,-27.17,-25.48,-27.68,46.40
61.088687,-27.23,-25.41,-27.77,46.45
61.102434,-27.45,-25.39,-27.71,46.54
61.110806,-27.54,-25.48,-27.77,46.68
61.118143,-27.58,-25.59,-27.71,46.73
61.128347,-27.83,-25.48,-27.60,46.75
61.137982,-27.73,-25.43,-27.92,46.85
61.147802,-27.62,-25.50,-27.92,46.82
61.159772,-27.53,-25.41,-28.18,46.88
61.168006,-27.53,-25.88,-28.03,47.04
61.177875,-27.54,-25.86,-27.73,46.86
61.188233,-27.41,-25.78,-27.69,46.72
61.200698,-27.56,-25.76,-27.39,46.62
61.207817,-27.69,-25.73,-27.38,46.67
61.218760,-27.88,-25.69,-27.34,46.74
61.228315,-28.03,-25.69,-27.15,46.72
61.237842,-27.98,-25.71,-27.04,46.63
61.248464,-28.09,-25.59,-27.19,46.72
61.258556,-28.09,-25.50,-27.32,46.75
61.268269,-28.07,-25.56,-27.51,46.88
61.284419,-28.07,-25.24,-27.41,46.65
61.289728,-27.81,-25.16,-27.56,46.54
61.300165,-27.90,-25.24,-27.47,46.58
61.308276,-27.99,-24.96,-27.45,46.48
61.318843,-28.18,-24.94,-27.60,46.67
61.328649,-28.44,-24.75,-27.36,46.58
61.338250,-28.58,-24.90,-27.24,46.68
61.348402,-28.73,-24.81,-27.09,46.63
61.358547,-28.84,-24.77,-27.43,46.88
61.368765,-28.76,-24.58,-27.26,46.63
61.381556,-28.73,-24.47,-27.13,46.48
61.388968,-28.56,-24.38,-27.23,46.38
61.398648,-28.58,-24.39,-27.11,46.33
61.408368,-28.56,-24.26,-27.13,46.26
61.418914,-28.28,-24.13,-27.39,46.18
61.428703,-28.52,-24.34,-27.36,46.41
61.438792,-28.37,-24.34,-27.32,46.30
61.448400,-28.43,-24.34,-27.54,46.46
61.459004,-28.39,-24.21,-27.64,46.43
61.469173,-28.29,-24.34,-27.64,46.44
61.482926,-28.29,-24.13,-27.43,46.21
61.488269,-28.11,-24.17,-27.62,46.23
61.498368,-28.28,-24.11,-27.68,46.33
61.508332,-28.22,-23.94,-27.43,46.07
61.518314,-28.31,-23.74,-27.49,46.05
61.528718,-28.43,-23.61,-27.38,45.99
61.538346,-28.44,-23.81,-27.26,46.04
61.548230,-28.65,-23.74,-27.19,46.08
61.559150,-28.43,-23.81,-27.54,46.19
61.569312,-28.48,-23.61,-27.32,45.99
61.582421,-28.37,-23.62,-27.24,45.88
61.588253,-28.46,-23.74,-27.41,46.10
61.598075,-28.54,-23.96,-27.28,46.18
61.608390,-28.54,-24.04,-27.39,46.29
61.618034,-28.58,-23.87,-27.38,46.21
61.628214,-28.69,-23.89,-27.51,46.37
61.638131,-28.84,-23.87,-27.13,46.23
61.647897,-28.99,-23.94,-27.11,46.35
