time,Bx,By,Bz,BT
49.997990,8.76,-37.80,-26.81,47.16
50.007794,8.44,-38.01,-26.68,47.20
50.023000,8.49,-38.12,-26.85,47.39
50.028330,8.34,-38.12,-26.87,47.38
50.038343,8.25,-38.23,-27.21,47.64
50.047944,8.12,-38.44,-27.34,47.86
50.057653,7.65,-38.76,-27.39,48.07
50.067793,7.44,-38.85,-27.36,48.09
50.077658,7.14,-38.85,-27.45,48.10
50.088377,6.73,-38.64,-27.28,47.78
50.097813,6.24,-38.81,-26.98,47.68
50.108533,5.64,-38.85,-26.89,47.58
50.124742,5.06,-38.59,-26.76,47.23
50.133003,4.41,-38.36,-26.63,46.90
50.144010,3.88,-38.12,-26.49,46.58
50.147655,3.38,-38.34,-26.42,46.69
50.157948,3.02,-38.42,-26.21,46.61
50.167667,3.00,-38.40,-26.33,46.65
50.178693,3.06,-38.40,-26.42,46.71
50.189132,3.08,-38.49,-26.68,46.94
50.198500,3.13,-38.74,-26.59,47.09
50.208866,3.21,-39.08,-26.61,47.38
50.221605,3.15,-39.21,-26.66,47.52
50.228828,3.08,-39.24,-26.68,47.55
50.238628,2.78,-39.11,-26.79,47.49
50.248551,2.68,-39.08,-27.17,47.67
50.259060,2.48,-39.02,-27.34,47.71
50.268940,2.01,-38.62,-27.23,47.30
50.278900,1.63,-38.70,-27.30,47.39
50.288588,1.59,-38.33,-27.13,46.98
50.298056,1.65,-38.40,-27.36,47.18
50.308975,1.67,-38.18,-27.28,46.95
50.322296,1.46,-38.12,-27.19,46.84
50.328925,1.05,-38.03,-26.83,46.55
50.339057,0.86,-38.12,-26.53,46.45
50.348525,1.07,-38.33,-26.53,46.62
50.358578,1.11,-38.10,-26.44,46.39
50.368416,0.84,-38.16,-26.68,46.57
50.377809,0.71,-38.04,-26.61,46.43
50.387886,0.45,-38.21,-26.63,46.58
50.397875,0.34,-38.29,-26.68,46.67
50.407877,0.53,-38.38,-26.68,46.75
50.420946,0.23,-38.14,-26.83,46.63
50.428111,0.09,-38.10,-26.79,46.58
50.438060,-0.08,-38.27,-26.98,46.82
50.447752,-0.36,-38.21,-27.11,46.86
50.457971,-0.64,-38.16,-26.96,46.73
50.468439,-0.77,-37.95,-26.91,46.53
50.477693,-0.60,-37.95,-26.89,46.51
50.488004,-1.12,-38.08,-26.79,46.58
50.498134,-1.18,-38.06,-26.85,46.59
50.508177,-1.35,-38.16,-26.66,46.57
50.529516,-1.84,-38.06,-26.38,46.35
50.531843,-1.80,-38.25,-26.21,46.40
50.546517,-2.03,-38.46,-26.33,46.65
50.548770,-2.14,-38.61,-26.40,46.82
50.557919,-2.36,-38.53,-26.61,46.88
50.569159,-2.42,-38.61,-26.63,46.96
50.578558,-2.48,-38.62,-26.61,46.97
50.588180,-2.46,-38.78,-26.98,47.30
50.598952,-2.36,-38.62,-27.34,47.38
50.608134,-2.55,-38.79,-27.26,47.48
50.630113,-2.79,-38.76,-27.17,47.41
50.632587,-3.21,-38.64,-27.47,47.52
50.652730,-3.43,-38.74,-27.38,47.56
50.654683,-3.51,-38.44,-27.49,47.38
50.658921,-3.45,-38.44,-27.56,47.42
50.669576,-3.92,-38.29,-27.26,47.16
50.678574,-3.71,-38.48,-27.24,47.29
50.688620,-3.73,-38.21,-27.24,47.08
50.698768,-3.68,-38.06,-27.23,46.94
50.708111,-3.62,-38.03,-26.85,46.69
50.727478,-3.64,-38.14,-26.85,46.78
50.729045,-3.90,-38.31,-26.81,46.92
50.745498,-4.07,-38.51,-26.81,47.10
50.747920,-3.81,-38.34,-26.98,47.04
50.757619,-4.07,-38.23,-26.87,46.91
50.767925,-3.77,-38.29,-27.06,47.03
50.778161,-3.62,-38.36,-27.15,47.14
50.788363,-3.51,-38.40,-27.24,47.21
50.797807,-3.56,-38.29,-27.13,47.06
50.808165,-3.45,-38.21,-27.11,46.98
50.822571,-3.45,-38.08,-27.21,46.93
50.828244,-3.68,-38.27,-27.17,47.08
50.837912,-3.54,-38.29,-27.41,47.22
50.848067,-3.71,-38.42,-27.34,47.30
50.857909,-3.99,-38.48,-27.43,47.42
50.868192,-4.14,-38.51,-27.60,47.56
50.878600,-4.22,-38.62,-27.64,47.68
50.887698,-4.20,-38.66,-28.01,47.93
50.898300,-4.44,-38.70,-27.98,47.96
50.908615,-4.56,-38.49,-28.03,47.84
50.930608,-4.82,-38.76,-27.66,47.86
50.933198,-5.14,-38.87,-27.45,47.86
50.952711,-4.95,-38.68,-27.49,47.71
50.954200,-4.80,-38.70,-27.49,47.71
50.958334,-4.97,-38.66,-27.32,47.60
50.969949,-4.78,-38.70,-27.26,47.58
50.979774,-4.65,-38.72,-27.06,47.46
50.989165,-4.56,-38.64,-26.91,47.31
50.997578,-4.56,-38.34,-27.04,47.14
51.008215,-4.48,-38.23,-26.94,46.99
51.028410,-4.41,-38.27,-26.98,47.03
51.029951,-4.76,-38.21,-26.78,46.90
51.044851,-4.28,-38.03,-26.93,46.79
51.048230,-4.37,-37.82,-26.76,46.53
51.057691,-4.35,-37.80,-26.78,46.53
51.067871,-4.31,-38.06,-26.87,46.79
51.078071,-4.12,-38.16,-26.78,46.80
51.088681,-4.20,-37.95,-27.04,46.79
51.098066,-4.14,-37.97,-26.85,46.69
51.108424,-3.96,-38.08,-26.79,46.73
51.132390,-4.11,-38.19,-26.91,46.90
51.134881,-4.05,-38.38,-26.89,47.04
51.149387,-4.18,-38.33,-26.83,46.97
51.150689,-4.05,-38.16,-27.17,47.02
51.158078,-4.03,-38.19,-27.24,47.09
51.168059,-3.79,-38.33,-27.34,47.23
51.178645,-3.92,-38.51,-27.32,47.38
51.187750,-3.73,-38.51,-27.32,47.37
51.198218,-3.86,-38.42,-27.17,47.21
51.207822,-3.81,-38.74,-26.89,47.31
51.233223,-3.54,-38.68,-27.30,47.48
51.235159,-3.68,-38.96,-26.89,47.48
51.237760,-3.83,-39.02,-26.78,47.48
51.248238,-3.99,-38.93,-26.66,47.35
51.257892,-3.98,-38.78,-26.78,47.29
51.270023,-4.09,-38.66,-26.93,47.29
51.278231,-3.84,-38.68,-26.85,47.24
51.288830,-3.99,-38.29,-26.98,47.01
51.298067,-3.96,-38.21,-26.61,46.73
51.308083,-3.92,-38.16,-26.48,46.61
51.318145,-3.75,-37.97,-26.68,46.56
51.336074,-3.64,-38.33,-26.74,46.87
51.338780,-3.60,-38.29,-26.36,46.62
51.348237,-3.43,-38.42,-26.48,46.78
51.358682,-3.84,-38.49,-26.49,46.89
51.367674,-3.84,-38.40,-26.72,46.94
51.378185,-3.81,-38.57,-27.02,47.24
51.387875,-3.56,-38.48,-27.15,47.22
51.397988,-3.53,-38.36,-27.13,47.12
51.407977,-3.53,-38.08,-26.98,46.80
51.418168,-3.60,-38.14,-27.49,47.15
51.434625,-3.68,-37.89,-27.47,46.95
51.439538,-3.60,-38.01,-27.39,46.99
51.448578,-3.56,-38.18,-27.41,47.13
51.460937,-3.79,-38.25,-27.06,47.00
51.469061,-3.88,-38.03,-27.21,46.92
51.477539,-3.79,-38.19,-27.21,47.05
51.488615,-3.94,-38.23,-27.24,47.11
51.498004,-4.05,-38.25,-27.09,47.05
51.508905,-3.98,-38.38,-26.93,47.05
51.518092,-4.03,-38.04,-27.21,46.94
51.532880,-4.03,-37.99,-27.24,46.92
51.553508,-4.07,-37.95,-27.34,46.95
51.556239,-4.07,-38.12,-27.56,47.22
51.558621,-4.28,-38.27,-27.49,47.31
51.568046,-4.24,-38.25,-27.34,47.21
51.578504,-3.99,-38.14,-27.28,47.06
51.588464,-4.01,-38.16,-27.41,47.15
51.600313,-3.77,-38.19,-27.41,47.16
51.608214,-3.53,-38.01,-27.41,46.99
51.617880,-3.51,-37.93,-27.43,46.94
51.628472,-3.53,-37.93,-27.41,46.93
51.640455,-3.58,-37.86,-27.39,46.87
51.647635,-3.38,-37.89,-27.60,47.00
51.657833,-3.32,-37.99,-27.81,47.19
51.667777,-3.26,-38.03,-27.51,47.04
51.677843,-3.28,-38.14,-27.58,47.18
51.687557,-3.47,-38.21,-27.58,47.25
51.697586,-3.24,-38.19,-27.60,47.23
51.707647,-3.15,-38.01,-27.45,46.99
51.717345,-3.17,-38.06,-27.56,47.10
51.727898,-3.41,-37.84,-27.66,46.99
51.737438,-3.54,-37.80,-27.75,47.03
51.747817,-3.60,-37.88,-28.09,47.29
51.757158,-3.53,-37.89,-28.16,47.34
51.767521,-3.47,-37.99,-28.26,47.47
51.780762,-3.81,-37.99,-28.22,47.47
51.790043,-3.81,-38.10,-28.26,47.59
51.798318,-3.79,-38.04,-27.99,47.38
51.807589,-3.64,-38.01,-28.01,47.35
51.817654,-3.54,-37.91,-27.96,47.24
51.827890,-3.69,-37.93,-28.01,47.30
51.840323,-3.75,-38.08,-27.86,47.33
51.847652,-3.66,-38.10,-27.81,47.31
51.857765,-3.51,-38.06,-27.98,47.37
51.867449,-3.39,-38.16,-28.16,47.55
51.878003,-3.23,-38.18,-28.28,47.62
51.888132,-3.30,-38.36,-28.29,47.78
51.898178,-3.51,-38.66,-28.18,47.97
51.908572,-3.60,-38.49,-28.09,47.79
51.918732,-3.68,-38.44,-27.98,47.68
51.929716,-3.99,-38.49,-27.68,47.58
51.940532,-3.86,-38.70,-27.90,47.86
51.948498,-3.96,-38.91,-27.73,47.94
51.958683,-3.99,-38.78,-27.81,47.88
51.968632,-3.92,-38.72,-27.66,47.74
51.978924,-4.01,-38.55,-27.38,47.45
51.988800,-3.90,-38.59,-27.56,47.58
51.998734,-3.71,-38.44,-27.39,47.35
52.008681,-3.68,-38.34,-27.49,47.32
52.018287,-3.90,-38.36,-27.26,47.22
52.029212,-4.20,-38.18,-27.06,46.98
52.038588,-4.18,-38.16,-27.47,47.20
52.048397,-3.98,-38.29,-27.54,47.33
52.059101,-3.98,-38.16,-27.77,47.36
52.068938,-3.96,-38.12,-27.43,47.13
52.085093,-4.12,-38.33,-27.75,47.50
52.089711,-3.90,-38.18,-27.84,47.41
52.099645,-3.62,-38.21,-27.69,47.33
52.107679,-3.62,-38.21,-27.64,47.30
52.118255,-3.69,-38.38,-27.17,47.17
52.128339,-4.07,-38.34,-27.06,47.10
52.148528,-4.05,-38.57,-27.09,47.31
52.150127,-4.09,-38.61,-27.24,47.43
52.167388,-4.14,-38.40,-27.17,47.22
52.169274,-4.14,-38.40,-27.30,47.30
52.177937,-4.26,-38.23,-27.45,47.26
52.189450,-3.88,-38.36,-27.64,47.44
52.198204,-3.83,-38.10,-27.73,47.28
52.208363,-3.96,-37.99,-27.79,47.23
52.218225,-3.86,-37.76,-27.96,47.14
52.228757,-3.62,-37.71,-27.86,47.02
52.252373,-3.66,-37.71,-27.98,47.09
52.255469,-3.73,-37.89,-27.99,47.26
52.257827,-3.69,-38.08,-27.83,47.31
52.267936,-3.75,-37.82,-27.90,47.15
52.278774,-3.73,-38.01,-28.01,47.36
52.290279,-3.58,-38.27,-28.03,47.57
52.298264,-3.47,-38.44,-27.84,47.59
52.308103,-3.83,-38.49,-27.83,47.65
52.317946,-3.64,-38.61,-27.96,47.80
52.327952,-3.66,-38.49,-27.69,47.56
52.351936,-3.84,-38.38,-27.75,47.52
52.354269,-3.96,-38.40,-27.79,47.56
52.359699,-4.12,-38.40,-27.53,47.43
52.368713,-3.88,-38.16,-27.66,47.28
52.378130,-3.94,-38.19,-27.71,47.35
52.389938,-3.79,-38.27,-27.69,47.39
52.398077,-3.68,-38.14,-27.71,47.29
52.408095,-3.66,-38.33,-27.51,47.32
52.418230,-3.60,-38.31,-27.71,47.42
52.427841,-3.64,-38.49,-27.58,47.49
52.453477,-3.47,-38.38,-27.54,47.37
52.456496,-3.66,-38.40,-27.49,47.37
52.459561,-3.77,-38.29,-27.11,47.07
52.468415,-3.75,-37.84,-27.06,46.67
52.478110,-3.86,-37.99,-26.91,46.71
52.487970,-4.14,-37.88,-27.19,46.81
52.498405,-4.01,-37.99,-27.11,46.84
52.508725,-4.09,-37.88,-26.87,46.62
52.518775,-4.22,-37.91,-26.98,46.72
52.528878,-4.22,-37.91,-26.98,46.72
52.553065,-4.22,-37.93,-27.08,46.79
52.558294,-4.22,-38.14,-27.32,47.10
52.559615,-4.43,-38.31,-27.11,47.14
52.568230,-4.22,-38.19,-27.08,47.01
52.578143,-4.31,-37.91,-27.04,46.77
52.588400,-4.41,-37.91,-27.15,46.84
52.597931,-4.41,-38.01,-27.21,46.95
52.608228,-4.67,-38.29,-27.08,47.13
52.618308,-4.61,-38.23,-27.26,47.18
52.627782,-4.44,-38.34,-27.38,47.32
52.638403,-4.41,-38.10,-27.30,47.08
52.657915,-4.41,-38.31,-27.54,47.39
52.660470,-4.29,-38.55,-27.36,47.46
52.668502,-3.99,-38.51,-27.43,47.45
52.678479,-3.69,-38.40,-27.39,47.31
52.687857,-3.38,-38.08,-27.38,47.02
52.698823,-3.30,-37.95,-27.26,46.84
52.709634,-3.47,-37.86,-27.06,46.66
52.718213,-3.26,-38.03,-27.45,47.01
52.727767,-3.23,-37.95,-27.39,46.92
52.737715,-3.28,-37.88,-27.69,47.03
52.748435,-3.54,-38.06,-27.69,47.20
52.757878,-3.56,-38.21,-27.68,47.32
52.768414,-3.51,-38.40,-27.90,47.59
52.778141,-3.38,-38.40,-28.03,47.66
52.792616,-3.39,-38.66,-27.86,47.78
52.797824,-3.51,-38.62,-27.51,47.55
52.808346,-3.26,-38.72,-27.51,47.61
52.817951,-2.94,-38.83,-27.30,47.56
52.828025,-2.76,-38.62,-27.21,47.33
52.837755,-2.79,-38.59,-27.47,47.45
52.848133,-2.74,-38.51,-27.09,47.17
52.858230,-2.68,-38.76,-27.11,47.37
52.867734,-2.49,-38.68,-27.41,47.48
52.877782,-2.55,-38.51,-27.66,47.48
52.890728,-2.89,-38.48,-27.62,47.45
52.898134,-3.26,-38.42,-27.58,47.41
52.907976,-3.32,-38.40,-27.83,47.54
52.918217,-3.53,-38.38,-27.69,47.46
52.927857,-3.77,-38.53,-27.81,47.67
52.938094,-3.88,-38.34,-27.71,47.47
52.952728,-4.09,-38.27,-27.39,47.24
52.970093,-3.94,-38.25,-27.24,47.13
52.972005,-3.79,-38.04,-27.23,46.93
52.978221,-3.79,-38.10,-27.19,46.96
52.987526,-3.71,-38.27,-27.30,47.15
52.997805,-3.56,-38.38,-27.21,47.18
53.007766,-3.23,-38.27,-27.43,47.20
53.018534,-3.34,-38.23,-27.51,47.22
53.027915,-3.24,-38.36,-27.41,47.26
53.038166,-3.53,-38.33,-27.54,47.33
53.052500,-3.75,-38.34,-27.54,47.36
53.076733,-3.75,-38.34,-27.62,47.40
53.078802,-3.68,-38.18,-27.62,47.26
53.079992,-3.71,-38.14,-27.32,47.06
53.088136,-3.79,-38.01,-27.45,47.04
53.097929,-3.96,-38.29,-27.36,47.22
53.108299,-3.88,-38.21,-27.60,47.30
53.118169,-3.62,-38.44,-27.56,47.44
53.129443,-3.83,-38.42,-27.17,47.21
53.138424,-3.86,-38.27,-27.21,47.11
53.151900,-4.11,-38.29,-26.85,46.94
53.174421,-4.22,-38.16,-27.15,47.02
53.176245,-4.37,-38.31,-27.15,47.15
53.177727,-4.33,-38.14,-27.06,46.96
53.187914,-4.29,-38.06,-27.23,46.99
53.198427,-4.41,-38.10,-27.06,46.94
53.210994,-4.12,-38.12,-27.19,47.00
53.218264,-4.07,-38.19,-27.36,47.16
53.227899,-4.01,-38.31,-27.45,47.30
53.238521,-3.77,-38.33,-27.32,47.22
53.250149,-3.68,-38.29,-27.17,47.09
53.270446,-3.41,-38.31,-27.17,47.09
53.272250,-3.51,-38.21,-27.17,47.02
53.281073,-3.53,-37.99,-27.11,46.80
53.288230,-3.45,-38.18,-27.30,47.06
53.298390,-3.09,-38.12,-27.15,46.90
53.308734,-3.11,-38.06,-27.21,46.89
53.318123,-3.19,-38.03,-27.45,47.01
53.327520,-3.30,-38.23,-27.38,47.14
53.338637,-3.43,-38.19,-27.51,47.19
53.353958,-3.54,-38.31,-27.34,47.19
53.381003,-3.64,-38.51,-27.24,47.31
53.382439,-3.62,-38.23,-27.49,47.23
53.383756,-4.01,-38.18,-27.51,47.22
53.388578,-3.83,-38.29,-27.60,47.35
53.398652,-3.73,-38.25,-27.60,47.32
53.409737,-3.73,-37.97,-27.45,47.00
53.418132,-3.73,-37.78,-27.43,46.84
53.427695,-3.60,-37.82,-27.28,46.77
53.438688,-3.21,-37.63,-27.62,46.79
53.451872,-3.38,-37.71,-27.32,46.68
53.467433,-3.41,-37.76,-26.87,46.47
53.468666,-3.58,-37.73,-26.94,46.50
53.478303,-3.68,-37.82,-26.94,46.58
53.488731,-3.53,-37.93,-27.15,46.78
53.498765,-3.53,-38.10,-27.38,47.05
53.509214,-3.73,-37.95,-27.38,46.94
53.518217,-3.79,-38.10,-27.49,47.13
53.528465,-3.64,-38.34,-27.41,47.27
53.538908,-3.54,-38.38,-27.88,47.57
53.549818,-3.45,-38.21,-27.81,47.38
53.558960,-3.51,-38.29,-27.39,47.21
53.568820,-3.60,-38.34,-27.43,47.28
53.578285,-3.73,-38.42,-27.34,47.30
53.588728,-3.47,-38.61,-27.60,47.58
53.598549,-3.56,-38.27,-27.51,47.26
53.612092,-3.60,-38.18,-27.47,47.17
53.619068,-3.69,-38.19,-27.45,47.18
53.629192,-3.77,-38.27,-27.43,47.24
53.638948,-3.83,-38.12,-27.79,47.33
53.649093,-3.64,-38.08,-27.66,47.20
53.673176,-3.77,-37.99,-27.43,47.01
53.675666,-3.71,-37.88,-27.11,46.73
53.678268,-3.94,-38.18,-26.98,46.91
53.688581,-4.03,-38.04,-27.02,46.84
53.698618,-3.99,-37.99,-26.83,46.68
53.710230,-4.07,-37.97,-26.78,46.64
53.718068,-4.12,-38.04,-26.66,46.64
53.729176,-4.35,-38.06,-26.59,46.63
53.738946,-4.03,-38.06,-27.00,46.84
53.751767,-4.22,-37.99,-27.17,46.89
53.758488,-3.99,-38.10,-27.24,47.01
53.769684,-3.68,-38.33,-27.30,47.20
53.781456,-3.34,-38.53,-27.39,47.39
53.795989,-3.26,-38.51,-27.36,47.35
53.798013,-3.13,-38.46,-27.36,47.30
53.809134,-3.19,-38.38,-27.64,47.40
53.818267,-3.09,-38.44,-27.08,47.12
53.830271,-3.02,-38.59,-27.15,47.28
53.837945,-2.85,-38.51,-27.30,47.29
53.848202,-3.17,-38.46,-27.32,47.28
53.858804,-3.53,-38.31,-27.34,47.19
53.868844,-3.73,-38.42,-27.32,47.29
53.878072,-3.69,-38.29,-27.32,47.18
53.887689,-3.53,-38.31,-27.23,47.13
53.897594,-3.81,-38.16,-27.32,47.08
53.908279,-3.79,-38.19,-27.30,47.10
53.918308,-4.20,-38.40,-27.11,47.19
53.928186,-4.31,-38.21,-27.09,47.04
53.938973,-4.31,-38.16,-27.06,46.97
53.955642,-4.46,-38.16,-26.94,46.92
53.958149,-4.61,-38.10,-27.08,46.97
53.968559,-4.73,-38.04,-26.93,46.85
53.982167,-4.58,-38.06,-26.98,46.88
53.988895,-4.63,-38.08,-27.09,46.96
53.998230,-4.61,-37.76,-26.74,46.50
54.008034,-4.24,-37.97,-26.93,46.74
54.018074,-3.90,-38.18,-26.93,46.88
54.027973,-3.79,-38.14,-26.94,46.85
54.038348,-3.53,-38.33,-26.89,46.95
54.049123,-3.69,-38.21,-26.87,46.86
54.057924,-3.66,-38.27,-27.04,47.00
54.072689,-3.66,-38.12,-27.02,46.87
54.098968,-3.28,-38.21,-27.26,47.06
54.101599,-3.24,-37.95,-27.38,46.91
54.103449,-3.56,-37.74,-27.09,46.60
54.107557,-3.28,-37.78,-27.30,46.73
54.117448,-3.36,-37.80,-27.47,46.85
54.129174,-3.28,-38.03,-27.53,47.06
54.138953,-3.30,-37.88,-27.39,46.86
54.152627,-3.36,-37.88,-27.36,46.84
54.159429,-3.41,-37.69,-27.51,46.78
54.168927,-3.73,-37.80,-27.39,46.83
54.177814,-3.58,-37.97,-27.53,47.03
54.187970,-3.49,-37.88,-27.81,47.12
54.197779,-3.60,-37.95,-27.60,47.06
54.208067,-3.51,-37.88,-27.66,47.03
54.217940,-3.53,-38.14,-27.73,47.29
54.228671,-3.41,-38.19,-27.64,47.27
54.238870,-3.53,-38.23,-27.58,47.27
54.250906,-3.51,-38.14,-27.38,47.08
54.258249,-3.58,-38.04,-27.51,47.08
54.268530,-3.54,-38.18,-27.24,47.03
54.278209,-3.53,-38.14,-27.08,46.90
54.289093,-3.13,-38.08,-27.09,46.84
54.298304,-3.13,-38.04,-27.23,46.89
54.308148,-3.04,-37.99,-27.53,47.01
54.317619,-2.85,-38.31,-27.56,47.28
54.328100,-2.91,-38.31,-27.53,47.26
54.339093,-3.15,-38.18,-27.62,47.22
54.357981,-3.45,-38.33,-27.53,47.31
54.360269,-3.36,-38.01,-27.49,47.02
54.377405,-3.69,-38.10,-27.69,47.25
54.378905,-3.98,-37.93,-27.51,47.02
54.387961,-4.11,-37.99,-27.38,47.00
54.398070,-4.09,-37.80,-27.45,46.89
54.408893,-3.90,-37.91,-27.43,46.96
54.419030,-3.47,-37.93,-27.45,46.95
54.430143,-3.39,-37.61,-27.17,46.52
54.438018,-3.45,-37.86,-27.32,46.81
54.448201,-3.54,-37.95,-27.11,46.77
54.459028,-3.38,-37.89,-26.96,46.63
54.474928,-3.34,-37.89,-27.06,46.68
54.478001,-3.64,-37.82,-26.76,46.47
54.488033,-3.64,-37.86,-26.94,46.61
54.497744,-3.86,-38.04,-27.09,46.86
54.507835,-3.88,-38.16,-27.24,47.04
54.518848,-4.03,-38.03,-27.45,47.07
54.528532,-4.12,-38.04,-27.41,47.07
54.537932,-4.20,-38.33,-27.60,47.42
54.548241,-4.29,-38.33,-27.47,47.35
54.558239,-4.37,-38.29,-27.68,47.44
54.577369,-4.31,-38.38,-27.64,47.49
54.578778,-4.35,-38.27,-27.13,47.11
54.588189,-4.26,-38.23,-27.34,47.19
54.597956,-3.92,-38.38,-27.34,47.28
54.608140,-3.54,-38.23,-27.15,47.02
54.618206,-3.38,-38.29,-27.24,47.11
54.627610,-3.45,-38.31,-27.30,47.17
54.638076,-3.21,-38.44,-27.21,47.20
54.648164,-3.17,-38.33,-27.28,47.15
54.657879,-3.15,-38.25,-27.45,47.19
54.667847,-3.13,-38.34,-27.51,47.29
54.678721,-3.45,-38.31,-27.21,47.11
54.688579,-3.73,-38.42,-27.36,47.31
54.698255,-3.86,-38.42,-27.24,47.26
54.708287,-3.68,-38.46,-27.00,47.13
54.718169,-3.84,-38.23,-27.04,46.98
54.728120,-3.86,-38.21,-26.98,46.94
54.738380,-3.94,-38.40,-26.85,47.02
54.747976,-3.94,-38.27,-26.78,46.87
54.757903,-3.83,-38.16,-26.93,46.86
54.772856,-3.94,-38.19,-26.78,46.81
54.787904,-3.94,-38.19,-26.74,46.79
54.800845,-4.12,-38.14,-26.79,46.79
54.802524,-4.11,-38.36,-26.81,46.98
54.808065,-4.12,-38.33,-26.87,46.99
54.818379,-3.99,-38.23,-27.04,47.00
54.829831,-4.09,-38.14,-27.11,46.97
54.837344,-4.28,-38.29,-26.98,47.03
54.847624,-3.92,-37.97,-27.30,46.93
54.857457,-3.73,-37.89,-27.30,46.85
54.867396,-3.64,-37.86,-27.43,46.89
54.878868,-3.51,-37.84,-27.60,46.97
54.887521,-3.71,-37.91,-27.45,46.95
54.898117,-3.77,-38.03,-27.38,47.01
54.908374,-3.77,-38.16,-27.64,47.26
54.918072,-3.81,-38.06,-27.32,47.01
54.928329,-3.94,-38.31,-27.15,47.12
54.938000,-3.96,-38.53,-27.28,47.38
54.949037,-4.11,-38.64,-26.91,47.27
54.957671,-4.07,-38.64,-26.91,47.26
54.968006,-4.03,-38.57,-26.83,47.16
54.977872,-3.98,-38.29,-27.02,47.03
54.987670,-4.01,-38.48,-26.72,47.01
54.999039,-4.16,-38.64,-26.93,47.28
55.009139,-4.16,-38.64,-26.83,47.23
55.018477,-4.28,-38.44,-26.66,46.97
55.029366,-4.12,-38.51,-26.94,47.18
55.038011,-4.24,-38.53,-26.91,47.19
55.048340,-4.39,-38.61,-26.94,47.28
55.058268,-4.35,-38.78,-26.89,47.39
55.074013,-4.33,-38.78,-26.81,47.34
55.101061,-4.09,-38.64,-26.94,47.29
55.102567,-4.12,-38.55,-27.21,47.36
55.103792,-4.31,-38.49,-27.30,47.39
55.108512,-4.28,-38.31,-27.21,47.18
55.117981,-4.31,-38.36,-27.00,47.11
55.130695,-3.84,-38.27,-27.17,47.09
55.138451,-3.90,-38.19,-27.34,47.13
55.148949,-4.07,-37.99,-27.28,46.95
55.158260,-3.94,-37.93,-27.24,46.87
55.172207,-3.86,-38.21,-27.17,47.05
55.189114,-3.83,-38.27,-27.11,47.06
55.190430,-3.69,-38.29,-27.30,47.17
55.202331,-3.62,-38.21,-27.38,47.15
55.207837,-3.99,-38.42,-27.28,47.29
55.218048,-4.05,-38.48,-27.15,47.26
55.229021,-4.01,-38.78,-27.09,47.47
55.237950,-4.29,-38.66,-27.11,47.42
55.248051,-4.84,-38.38,-26.79,47.06
55.258340,-5.01,-38.23,-26.79,46.95
55.268639,-5.78,-38.08,-26.79,46.92
55.278059,-6.21,-38.01,-26.91,46.98
55.287960,-6.64,-37.82,-27.00,46.94
55.297574,-7.13,-37.76,-26.96,46.94
55.307754,-7.20,-37.29,-27.17,46.70
55.318130,-7.33,-37.33,-27.39,46.88
55.327620,-7.44,-37.31,-27.60,47.00
55.338130,-7.74,-37.28,-27.98,47.24
55.355944,-7.78,-37.31,-27.90,47.24
55.358174,-7.91,-37.31,-27.77,47.18
55.375989,-8.18,-37.29,-27.75,47.20
55.377880,-8.25,-36.92,-27.83,46.96
55.388116,-8.72,-37.12,-27.88,47.24
55.397915,-9.28,-37.03,-27.60,47.11
55.407779,-9.64,-36.75,-27.66,46.99
55.418349,-9.77,-36.88,-27.49,47.02
55.428106,-9.98,-36.73,-27.60,47.02
55.437951,-10.29,-36.49,-27.43,46.80
55.456502,-10.56,-36.23,-27.21,46.52
55.458380,-10.73,-36.26,-27.08,46.51
55.476373,-10.95,-35.93,-27.11,46.32
55.478298,-11.23,-35.74,-27.21,46.30
55.488184,-11.34,-35.89,-27.24,46.46
55.497798,-11.76,-35.78,-27.11,46.40
55.508093,-11.91,-35.83,-27.02,46.43
55.517895,-12.19,-35.76,-27.30,46.61
55.527997,-12.36,-35.93,-27.30,46.78
55.538051,-12.81,-36.04,-27.24,46.96
55.554579,-13.22,-36.30,-26.93,47.09
55.557944,-13.16,-36.28,-26.87,47.03
55.573337,-13.33,-36.26,-26.98,47.12
55.577908,-13.52,-35.85,-26.87,46.80
55.588373,-13.76,-35.59,-26.91,46.69
55.598438,-13.71,-35.57,-27.00,46.71
55.608119,-13.76,-35.61,-27.11,46.82
55.617633,-13.99,-35.53,-27.38,46.98
55.627555,-14.23,-35.25,-27.47,46.90
55.638751,-14.31,-35.21,-27.54,46.94
55.655564,-14.63,-35.12,-27.36,46.86
55.675576,-14.72,-35.23,-27.60,47.11
55.677193,-14.89,-35.34,-27.68,47.29
55.678246,-15.02,-35.46,-27.69,47.43
55.688085,-15.41,-35.06,-27.64,47.23
55.697778,-15.51,-34.95,-27.64,47.18
55.708122,-15.24,-34.95,-27.79,47.18
55.717687,-15.53,-34.76,-27.83,47.16
55.727994,-15.47,-34.69,-28.11,47.25
55.738405,-15.68,-34.67,-28.09,47.29
55.760404,-15.43,-34.50,-28.07,47.08
55.762879,-15.79,-34.52,-27.98,47.15
55.768297,-15.77,-34.73,-27.98,47.30
55.778121,-15.64,-35.03,-27.84,47.40
55.789087,-15.92,-34.99,-27.58,47.31
55.804732,-16.07,-35.21,-27.38,47.41
55.808614,-16.28,-35.23,-26.91,47.22
55.819991,-15.90,-35.03,-26.94,46.96
55.827919,-16.12,-35.23,-27.19,47.33
